,0,1,2,3,4,5,mid
571,siliconvalley,158,silom,31,wahkor,25,637315
572,supachalasai,215,tvshow,11,sinthorn,8,1612042
573,supachalasai,150,tvshow,15,wahkor,11,336158
574,camera,230,blueplanet,24,gallery,17,431706
575,isolate,125,klaibann,73,blueplanet,32,410955
576,social,191,sinthorn,83,home,56,1570207
577,supachalasai,110,chalermthai,106,mbk,82,266906
578,tvshow,200,pantip,3,korea,2,238523
579,chalermthai,232,wahkor,222,library,98,1149120
580,wahkor,143,cartoon,141,social,47,258584
581,tvshow,117,mbk,69,home,48,483102
582,horoscope,325,bangrak,14,siam,10,4132189
583,korea,267,isolate,17,chalermkrung,5,868142
584,home,55,siliconvalley,36,social,23,326295
585,blueplanet,18,gallery,7,region,7,981612
586,supachalasai,25,0,0,0,0,621674
587,sinthorn,99,isolate,11,silom,7,4672328
588,korea,559,chalermkrung,17,tvshow,16,4359613
589,sinthorn,105,ratchada,48,wahkor,39,123211
590,bangrak,367,siam,165,social,45,4659637
591,klaibann,58,social,47,silom,23,4606445
592,isolate,114,chalermkrung,79,siam,29,1424640
593,supachalasai,150,korea,62,tvshow,36,2468703
594,supachalasai,81,bangrak,2,isolate,1,2340825
595,supachalasai,139,wahkor,92,library,28,822373
596,social,92,tvshow,42,siam,26,383680
597,supachalasai,93,tvshow,6,0,0,3861660
598,korea,361,chalermkrung,16,isolate,7,585848
599,bangrak,347,social,193,siam,154,1279894
600,lumpini,73,siliconvalley,47,social,33,714791
601,tvshow,187,siliconvalley,43,social,19,144544
602,isolate,84,chalermkrung,20,silom,7,4620494
603,supachalasai,451,chalermthai,44,sinthorn,38,422217
604,horoscope,39,mbk,1,home,1,2426032
605,rajdumnern,172,supachalasai,44,social,14,2470967
606,siliconvalley,203,mbk,20,social,18,181429
607,social,28,home,25,mbk,21,2947501
608,siam,153,bangrak,63,social,54,2048561
609,korea,183,isolate,21,chalermkrung,11,3843913
610,rajdumnern,225,wahkor,34,theoldsiam,30,4085951
611,bangrak,128,siam,69,religious,66,2386117
612,tvshow,318,bangrak,55,siam,45,3767915
613,supachalasai,145,tvshow,30,wahkor,20,3740220
614,supachalasai,85,food,6,isolate,2,1864555
615,rajdumnern,278,social,9,silom,3,4470358
616,isolate,48,chalermkrung,7,blueplanet,6,4672525
617,0,0,0,0,0,0,1007281
618,social,22,horoscope,18,siam,17,734252
619,supachalasai,185,siam,10,tvshow,8,4518592
620,social,68,lumpini,47,family,38,752029
621,sinthorn,70,theoldsiam,3,silom,3,87501
622,tvshow,144,isolate,41,pantip,13,359483
623,siliconvalley,644,mbk,53,social,33,702962
624,food,113,jatujak,69,library,68,843131
625,lumpini,108,beauty,104,social,87,341795
626,social,151,home,33,sinthorn,29,3069650
627,jatujak,53,wahkor,27,tvshow,26,479860
628,tvshow,154,silom,37,sinthorn,23,123193
629,tvshow,196,lumpini,47,sinthorn,24,920041
630,isolate,201,chalermkrung,113,family,8,4545506
631,beauty,31,family,25,jatujak,4,233624
632,supachalasai,403,social,2,tvshow,2,679532
633,supachalasai,52,wahkor,39,jatujak,16,3068566
634,korea,347,isolate,19,silom,4,1956184
635,ratchada,57,blueplanet,35,region,28,161057
636,korea,70,chalermkrung,8,tvshow,1,887228
637,home,52,blueplanet,39,theoldsiam,32,593789
638,religious,112,library,51,social,48,2113241
639,sinthorn,378,silom,68,social,37,893134
640,isolate,60,wahkor,33,chalermkrung,25,1113243
641,sinthorn,273,siam,27,silom,23,189719
642,korea,292,isolate,19,tvshow,18,3712015
643,tvshow,417,pantip,45,chalermthai,40,4322815
644,supachalasai,66,chalermthai,31,silom,29,61491
645,social,153,siam,43,bangrak,26,3320005
646,ratchada,79,chalermthai,25,social,23,115751
647,supachalasai,381,sinthorn,16,region,8,3713522
648,writer,431,library,60,siam,10,755120
649,tvshow,88,library,3,chalermkrung,1,452440
650,bangrak,175,siam,93,social,19,406077
651,tvshow,343,pantip,27,isolate,3,632207
652,horoscope,133,pantip,36,siam,27,4671842
653,religious,160,wahkor,3,social,3,3232080
654,supachalasai,106,sinthorn,90,social,8,3261777
655,klaibann,213,food,79,blueplanet,43,196653
656,ratchada,135,home,41,supachalasai,24,16263
657,wahkor,33,social,31,food,14,126487
658,siliconvalley,173,beauty,96,silom,79,4201277
659,sinthorn,501,lumpini,1,rajdumnern,1,2798629
660,sinthorn,316,silom,24,social,15,471439
661,wahkor,143,library,23,region,23,4644424
662,isolate,247,chalermkrung,33,mbk,6,884941
663,tvshow,201,social,53,region,5,647408
664,supachalasai,114,silom,3,library,2,4596076
665,tvshow,32,bangrak,24,social,24,1811852
666,supachalasai,217,chalermthai,33,tvshow,19,591748
667,home,149,jatujak,125,theoldsiam,17,425424
668,sinthorn,17,social,5,mbk,4,528154
669,religious,161,library,25,wahkor,10,833954
670,tvshow,131,korea,11,pantip,8,1757449
671,korea,179,chalermkrung,2,tvshow,1,711887
672,chalermthai,190,wahkor,118,cartoon,108,267786
673,wahkor,84,ratchada,64,lumpini,58,177172
674,home,65,blueplanet,7,jatujak,3,2476827
675,siliconvalley,304,cartoon,70,home,70,50497
676,sinthorn,255,silom,34,social,21,340039
677,korea,49,isolate,49,chalermkrung,11,4472931
678,isolate,55,social,33,silom,19,2921171
679,ratchada,69,supachalasai,67,silom,6,217573
680,sinthorn,239,social,71,siam,32,439340
681,bangrak,85,siam,62,social,37,4341440
682,ratchada,146,home,89,silom,86,529552
683,siliconvalley,100,social,13,food,12,867302
684,bangrak,138,siam,45,social,15,2340617
685,tvshow,159,supachalasai,15,chalermthai,11,141314
686,siliconvalley,53,cartoon,43,mbk,13,3329588
687,korea,80,isolate,61,mbk,50,719032
688,isolate,59,siam,55,bangrak,55,4099250
689,korea,221,tvshow,3,chalermkrung,3,1166629
690,bangrak,30,siam,17,isolate,13,1879988
691,sinthorn,198,lumpini,1,silom,1,3080887
692,supachalasai,91,tvshow,5,sinthorn,4,219356
693,isolate,133,tvshow,50,chalermkrung,37,1350998
694,rajdumnern,296,supachalasai,5,social,3,2724002
695,social,62,ratchada,45,blueplanet,20,4390857
696,rajdumnern,78,0,0,0,0,4661658
697,supachalasai,230,chalermkrung,106,chalermthai,86,2785624
698,mbk,83,ratchada,60,sinthorn,19,81029
699,sinthorn,484,silom,9,library,3,313371
700,social,149,siam,51,sinthorn,30,671675
701,jatujak,150,home,1,0,0,2913878
702,supachalasai,63,chalermthai,31,tvshow,2,4478031
703,sinthorn,526,wahkor,90,social,49,2926098
704,ratchada,142,supachalasai,51,social,30,168610
705,isolate,134,social,101,sinthorn,91,460704
706,sinthorn,116,supachalasai,10,pantip,2,291923
707,tvshow,74,wahkor,54,region,47,1253097
708,isolate,450,sinthorn,298,chalermkrung,257,500347
709,mbk,384,tvshow,68,supachalasai,65,4430571
710,supachalasai,253,sinthorn,206,chalermthai,115,4483370
711,home,63,mbk,33,siliconvalley,31,1800
712,blueplanet,144,klaibann,92,ratchada,48,497963
713,isolate,133,chalermkrung,34,beauty,20,1896195
714,ratchada,84,food,63,wahkor,60,3028075
715,supachalasai,174,tvshow,33,chalermthai,3,2362341
716,supachalasai,112,library,9,wahkor,8,529954
717,blueplanet,177,ratchada,25,klaibann,10,260266
718,sinthorn,263,social,23,ratchada,18,2441109
719,camera,126,blueplanet,39,mbk,3,45443
720,sinthorn,105,isolate,57,chalermkrung,11,1157927
721,jatujak,66,mbk,11,home,4,613498
722,jatujak,103,siam,1,0,0,3135952
723,isolate,235,chalermkrung,69,silom,8,346896
724,tvshow,578,social,29,region,27,3516881
725,blueplanet,41,social,32,region,31,3915106
726,supachalasai,71,cartoon,50,sinthorn,5,1492511
727,wahkor,51,klaibann,50,ratchada,48,1539647
728,tvshow,121,chalermthai,74,chalermkrung,54,683908
729,sinthorn,51,social,30,isolate,13,562245
730,rajdumnern,190,0,0,0,0,3966502
731,ratchada,70,social,18,blueplanet,9,162678
732,tvshow,42,wahkor,41,region,41,161583
733,supachalasai,163,tvshow,6,lumpini,4,3722688
734,supachalasai,148,wahkor,67,library,58,4652394
735,rajdumnern,701,social,17,library,3,1778965
736,siliconvalley,61,horoscope,56,home,52,71761
737,supachalasai,266,wahkor,13,sinthorn,9,224097
738,home,16,family,9,ratchada,9,3809716
739,supachalasai,136,tvshow,36,library,20,1357077
740,social,131,bangrak,45,siam,25,236894
741,bangrak,295,siam,225,lumpini,39,1298288
742,isolate,195,chalermkrung,48,korea,46,3593234
743,isolate,122,chalermkrung,55,tvshow,11,4654798
744,sinthorn,135,cartoon,6,rajdumnern,4,4395406
745,food,103,social,43,wahkor,42,469933
746,sinthorn,335,silom,8,social,4,596713
747,silom,457,social,147,lumpini,68,4382615
748,horoscope,593,siam,21,bangrak,18,2520422
749,cartoon,171,chalermthai,21,tvshow,17,2596271
750,supachalasai,125,tvshow,3,cartoon,3,249529
751,chalermkrung,231,library,3,siam,3,2687861
752,cartoon,110,chalermthai,27,tvshow,20,653605
753,bangrak,508,siam,255,social,73,4639190
754,supachalasai,115,wahkor,9,tvshow,5,166893
755,cartoon,41,chalermthai,13,isolate,8,4294919
756,rajdumnern,199,social,2,blueplanet,1,4642242
757,wahkor,499,supachalasai,176,library,116,592185
758,klaibann,63,social,45,tvshow,44,336719
759,ratchada,116,social,6,family,2,3315516
760,supachalasai,196,ratchada,79,blueplanet,33,1201179
761,beauty,83,lumpini,42,blueplanet,17,1145695
762,korea,107,isolate,28,tvshow,26,3569229
763,horoscope,96,chalermthai,71,social,55,250989
764,korea,454,chalermkrung,38,isolate,15,3701854
765,food,166,supachalasai,91,lumpini,29,2892322
766,klaibann,122,food,81,lumpini,23,258663
767,korea,239,chalermkrung,23,tvshow,12,4370227
768,silom,64,ratchada,50,social,35,4200367
769,isolate,100,chalermkrung,12,family,4,701950
770,wahkor,160,social,133,sinthorn,87,566531
771,ratchada,379,sinthorn,33,silom,18,4615715
772,supachalasai,124,tvshow,99,wahkor,99,517914
773,korea,387,tvshow,13,isolate,9,3806472
774,writer,261,library,121,siam,18,4563770
775,jatujak,39,silom,6,sinthorn,6,343479
776,sinthorn,100,camera,1,gallery,1,616787
777,siliconvalley,177,social,40,religious,37,709094
778,supachalasai,158,home,29,tvshow,16,173996
779,rajdumnern,89,social,4,religious,1,4668496
780,beauty,44,chalermthai,39,mbk,29,4104559
781,isolate,276,chalermkrung,44,sinthorn,29,738741
782,supachalasai,110,korea,30,chalermkrung,3,1847528
783,tvshow,107,social,14,library,13,4432316
784,tvshow,43,0,0,0,0,467221
785,tvshow,246,region,238,wahkor,232,464906
786,rajdumnern,49,isolate,6,tvshow,5,4094853
787,social,129,mbk,90,sinthorn,62,462191
788,tvshow,250,social,14,chalermkrung,12,178705
789,home,34,sinthorn,27,lumpini,26,2564839
790,blueplanet,100,tvshow,23,klaibann,22,568202
791,korea,193,blueplanet,39,tvshow,36,663460
792,food,224,lumpini,40,cartoon,31,37229
793,tvshow,79,library,14,social,3,379593
794,tvshow,114,siam,8,bangrak,8,4615545
795,home,19,tvshow,8,family,4,649958
796,supachalasai,94,mbk,8,tvshow,6,142359
797,supachalasai,133,blueplanet,11,social,1,2461891
798,sinthorn,171,wahkor,71,library,61,970164
799,korea,352,isolate,35,pantip,11,4204030
800,social,284,bangrak,96,silom,71,4113092
801,chalermkrung,50,korea,43,lumpini,18,2847419
802,supachalasai,187,cartoon,65,social,40,225371
803,sinthorn,38,0,0,0,0,3731570
804,supachalasai,148,food,69,home,6,4106860
805,supachalasai,32,silom,5,social,5,419578
806,religious,203,library,40,wahkor,13,4190213
807,tvshow,89,chalermthai,2,korea,1,509302
808,supachalasai,309,tvshow,70,chalermthai,38,710578
809,supachalasai,134,tvshow,18,chalermthai,15,3286766
810,isolate,126,chalermkrung,33,family,4,769439
811,horoscope,109,bangrak,25,social,5,3754276
812,home,486,ratchada,30,siam,21,3730004
813,mbk,201,siliconvalley,27,social,16,402984
814,tvshow,68,beauty,63,social,54,260717
815,korea,70,isolate,24,chalermkrung,8,526353
816,sinthorn,24,silom,14,social,12,4669497
817,sinthorn,264,social,2,mbk,2,750930
818,supachalasai,157,social,82,food,59,527042
819,isolate,180,chalermkrung,46,silom,15,1808684
820,tvshow,287,chalermthai,22,social,22,1824805
821,korea,354,cartoon,15,chalermkrung,7,3177188
822,supachalasai,116,tvshow,5,library,4,281603
823,siam,410,bangrak,360,siliconvalley,54,4674405
824,klaibann,58,lumpini,55,theoldsiam,36,165255
825,isolate,141,korea,40,chalermkrung,37,107505
826,social,104,jatujak,53,home,40,511031
827,bangrak,22,home,15,isolate,13,4622076
828,tvshow,126,bangrak,35,supachalasai,20,2330949
829,sinthorn,484,social,3,silom,2,625789
830,isolate,158,supachalasai,51,chalermkrung,36,768771
831,supachalasai,196,wahkor,34,siam,29,4668035
832,sinthorn,200,isolate,133,chalermkrung,56,356278
833,religious,89,horoscope,61,siam,25,3647219
834,blueplanet,77,social,22,supachalasai,11,1498677
835,korea,259,chalermkrung,50,isolate,11,3577009
836,rajdumnern,102,0,0,0,0,4644851
837,tvshow,538,chalermthai,18,supachalasai,11,160858
838,supachalasai,118,tvshow,19,bangrak,1,3896980
839,tvshow,120,supachalasai,12,0,0,641829
840,supachalasai,281,tvshow,21,gadget,12,3872838
841,chalermthai,69,cartoon,16,supachalasai,10,4565389
842,family,42,home,38,social,35,185492
843,sinthorn,82,home,72,silom,44,173605
844,religious,67,library,53,siam,21,4556360
845,tvshow,64,camera,1,siam,1,3587684
846,blueplanet,317,region,213,ratchada,200,673461
847,siam,109,bangrak,87,social,21,750988
848,tvshow,94,supachalasai,55,region,25,395447
849,ratchada,154,social,22,sinthorn,13,666601
850,isolate,379,chalermkrung,88,supachalasai,49,1430143
851,sinthorn,166,beauty,62,silom,16,2814244
852,sinthorn,153,wahkor,45,silom,38,4311155
853,tvshow,119,supachalasai,105,beauty,11,541681
854,camera,71,mbk,19,gallery,9,946164
855,jatujak,160,supachalasai,6,home,5,548527
856,wahkor,199,tvshow,194,region,119,576879
857,korea,224,isolate,24,food,15,1382003
858,rajdumnern,162,siliconvalley,30,pantip,11,4444163
859,tvshow,159,sinthorn,130,silom,7,2417954
860,bangrak,164,siam,108,beauty,54,1608465
861,ratchada,77,supachalasai,67,wahkor,57,205826
862,blueplanet,86,klaibann,62,ratchada,17,147614
863,social,95,siam,44,lumpini,32,2308566
864,supachalasai,69,chalermthai,29,cartoon,7,179901
865,korea,126,supachalasai,11,chalermkrung,11,591715
866,social,222,home,208,tvshow,135,2812829
867,supachalasai,99,klaibann,4,siam,1,1774557
868,ratchada,93,silom,76,social,41,187428
869,writer,133,library,87,silom,29,125575
870,tvshow,139,chalermthai,4,bangrak,2,980383
871,siam,44,jatujak,29,bangrak,21,3551142
872,siam,27,supachalasai,20,bangrak,8,2226124
873,sinthorn,175,silom,16,ratchada,8,206259
874,siam,23,social,23,sinthorn,11,4468254
875,blueplanet,58,silom,54,sinthorn,29,529538
876,isolate,153,chalermkrung,30,supachalasai,5,3708101
877,social,88,food,22,lumpini,20,249774
878,klaibann,96,family,51,social,19,97409
879,social,191,siam,30,lumpini,25,109981
880,social,106,sinthorn,71,religious,51,185317
881,beauty,33,0,0,0,0,979549
882,wahkor,129,library,20,siam,19,323741
883,home,56,jatujak,41,food,37,4420146
884,supachalasai,198,wahkor,42,isolate,18,524716
885,supachalasai,84,cartoon,9,tvshow,5,4604015
886,supachalasai,114,siam,11,mbk,8,4032801
887,supachalasai,66,food,26,ratchada,12,3877485
888,isolate,105,sinthorn,39,chalermkrung,38,665538
889,supachalasai,106,tvshow,3,isolate,2,2638802
890,rajdumnern,46,bangrak,46,siam,11,255767
891,tvshow,237,pantip,7,social,7,326873
892,tvshow,218,pantip,11,korea,2,805873
893,sinthorn,86,silom,2,library,1,254598
894,isolate,113,chalermkrung,30,chalermthai,1,3532611
895,sinthorn,75,social,53,home,53,4670561
896,mbk,21,siliconvalley,16,religious,9,3422555
897,tvshow,135,wahkor,95,region,95,498352
898,korea,31,isolate,7,0,0,542399
899,supachalasai,114,tvshow,2,0,0,3385627
900,social,187,silom,61,sinthorn,47,406138
901,siam,21,bangrak,16,beauty,13,2215834
902,supachalasai,235,blueplanet,27,tvshow,22,3883024
903,isolate,115,chalermkrung,37,supachalasai,24,1990327
904,supachalasai,215,tvshow,58,chalermthai,14,4572489
905,food,69,wahkor,65,library,39,130155
906,bangrak,213,siam,175,social,18,4295949
907,isolate,38,library,17,silom,12,4289106
908,religious,26,horoscope,16,tvshow,7,4401641
909,jatujak,109,beauty,15,home,7,661680
910,mbk,93,siliconvalley,35,supachalasai,23,1619332
911,siam,18,ratchada,17,bangrak,12,3146828
912,korea,31,klaibann,2,siliconvalley,1,567006
913,ratchada,50,social,49,family,1,4669125
914,isolate,133,chalermkrung,29,korea,8,3539074
915,camera,68,blueplanet,51,chalermthai,28,1743047
916,tvshow,193,chalermthai,13,pantip,12,1746627
917,rajdumnern,183,ratchada,15,supachalasai,7,3591771
918,supachalasai,184,isolate,59,tvshow,40,1339897
919,bangrak,232,siam,89,beauty,32,1691343
920,beauty,71,bangrak,42,horoscope,41,513993
921,food,102,blueplanet,74,region,14,140445
922,tvshow,169,isolate,12,food,12,3614051
923,social,38,home,36,0,0,1279811
924,korea,139,chalermkrung,17,isolate,2,1678069
925,tvshow,162,region,18,social,7,658241
926,lumpini,7,beauty,7,isolate,2,4673309
927,rajdumnern,71,cartoon,1,beauty,1,3721548
928,chalermthai,93,tvshow,16,supachalasai,12,3162668
929,camera,81,mbk,12,gallery,6,1652804
930,rajdumnern,242,silom,1,0,0,3888783
931,tvshow,224,pantip,17,chalermthai,14,788774
932,korea,159,chalermkrung,7,tvshow,6,1088957
933,supachalasai,154,sinthorn,21,tvshow,7,2069903
934,bangrak,32,siam,11,social,3,3886103
935,sinthorn,139,silom,21,social,9,1138882
936,rajdumnern,145,wahkor,17,siliconvalley,8,3594191
937,supachalasai,92,mbk,20,gadget,18,262871
938,sinthorn,62,silom,40,home,18,1358233
939,chalermthai,209,cartoon,69,library,18,716342
940,korea,218,tvshow,145,beauty,55,4571387
941,tvshow,1,0,0,0,0,619005
942,social,64,klaibann,33,sinthorn,29,716503
943,sinthorn,182,social,4,bangrak,3,584407
944,lumpini,442,beauty,307,supachalasai,107,459447
945,blueplanet,148,klaibann,47,ratchada,27,582257
946,tvshow,33,chalermthai,2,social,2,923781
947,siliconvalley,203,supachalasai,27,siam,18,196847
948,supachalasai,66,0,0,0,0,144432
949,blueplanet,20,social,19,beauty,16,4209453
950,rajdumnern,151,region,1,greenzone,1,4283574
951,sinthorn,152,social,10,silom,10,2698172
952,korea,464,isolate,41,tvshow,14,614448
953,ratchada,50,social,40,home,11,167496
954,blueplanet,24,gallery,24,0,0,625132
955,tvshow,185,food,25,chalermthai,19,531398
956,social,112,silom,81,home,81,951924
957,rajdumnern,55,wahkor,53,silom,20,543217
958,tvshow,143,food,98,social,32,380246
959,horoscope,100,bangrak,5,silom,3,4337263
960,silom,64,blueplanet,26,beauty,23,185055
961,korea,310,chalermkrung,18,pantip,8,3777520
962,tvshow,7,supachalasai,1,0,0,485633
963,writer,140,jatujak,13,library,12,151355
964,blueplanet,66,gallery,7,ratchada,4,338210
965,tvshow,67,supachalasai,31,chalermthai,22,442963
966,supachalasai,261,tvshow,14,religious,2,4576101
967,lumpini,140,theoldsiam,24,family,11,4056330
968,supachalasai,61,camera,59,social,19,528159
969,supachalasai,95,tvshow,10,social,3,2059295
970,klaibann,90,blueplanet,35,social,34,4625222
971,beauty,8,lumpini,2,0,0,157659
972,bangrak,68,family,12,social,10,589073
973,supachalasai,74,tvshow,15,religious,8,4350541
974,food,81,social,15,region,12,3165861
975,religious,22,rajdumnern,11,supachalasai,10,4662411
976,bangrak,50,silom,22,siam,21,4660706
977,tvshow,359,korea,68,chalermthai,43,881476
978,lumpini,199,social,130,siam,66,152368
979,home,160,social,134,wahkor,58,151212
980,bangrak,167,siam,85,chalermkrung,66,162520
981,tvshow,186,region,72,wahkor,61,517685
982,bangrak,134,blueplanet,112,food,107,549186
983,tvshow,292,pantip,6,chalermthai,3,4392525
984,sinthorn,58,supachalasai,40,wahkor,7,350407
985,klaibann,84,wahkor,25,rajdumnern,22,4561407
986,ratchada,13,home,11,mbk,8,32282
987,rajdumnern,63,0,0,0,0,1655187
988,bangrak,232,silom,161,siam,111,2977504
989,blueplanet,90,social,86,religious,38,4669397
990,sinthorn,233,isolate,2,silom,1,1942166
991,ratchada,111,supachalasai,51,social,23,378511
992,sinthorn,232,silom,36,social,28,2718492
993,food,73,tvshow,73,chalermthai,42,1871350
994,siliconvalley,210,cartoon,177,chalermthai,102,2958569
995,rajdumnern,1226,region,15,greenzone,14,4597651
996,sinthorn,299,social,12,horoscope,8,52681
997,lumpini,47,social,43,beauty,43,1189510
998,tvshow,288,chalermthai,16,pantip,4,952858
999,supachalasai,73,isolate,57,chalermthai,45,4277224
